"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Requires Shipping","Variant Taxable","Image Src","Image Alt Text","Status"
"bomba-hidraulica-massey-ferguson-mf-a013-3000-6000","Bomba Hidráulica Massey Ferguson MF A-013 — Direção e Levante 3000/6000","<p>Bomba hidráulica <strong>direção e levante</strong> para tratores <strong>MASSEY FERGUSON — Trator 3050 / 3060 / 3065 / 3070 / 3075 / 3080 / 3085 / 3090 / 3095 / 3115 / 3120 / 3125 / 3140 / 6110 / 6120 / 6130 / 6140 / 6150 / 6160 / 6170 / 6180 / 6190 / 6235 / 6245 / 6255 / 6260 / 6265 / 6270 / 6280 / 6290</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.1302.0547820</li><li><strong>Código O.E.M.:</strong> —</li><li><strong>Função:</strong> Direção e Levante</li><li><strong>Caudal Bomba I:</strong> 19 l/min a 2000 RPM</li><li><strong>Caudal Bomba II:</strong> 11 l/min a 2000 RPM</li><li><strong>Deslocamento I:</strong> 38 cm³/rev — <strong>Deslocamento II:</strong> 22 cm³/rev</li><li><strong>Sentido de Giro:</strong> Esquerdo</li></ul><h2>Compatibilidade</h2><p><strong>MASSEY FERGUSON:</strong> Trator 3050 / 3060 / 3065 / 3070 / 3075 / 3080 / 3085 / 3090 / 3095 / 3115 / 3120 / 3125 / 3140 / 6110 / 6120 / 6130 / 6140 / 6150 / 6160 / 6170 / 6180 / 6190 / 6235 / 6245 / 6255 / 6260 / 6265 / 6270 / 6280 / 6290</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,massey-ferguson,MF,3050,3060,6110,6120,6190,direção,levante,livenza,disponivel","true","Título","Padrão","5.1302.0547820","shopify","0","deny","manual","true","false","Livenza_5.1302.0547820-CT_REV._0_p1.png","Bomba Hidráulica Massey Ferguson MF A-013 3000 6000","active"
"bomba-hidraulica-massey-ferguson-mf-a004-4215-4255","Bomba Hidráulica Massey Ferguson MF A-004 — 4215/4220/4235/4255","<p>Bomba hidráulica <strong>sistema hidráulico</strong> para tratores <strong>MASSEY FERGUSON — Trator 4215 / 4220 / 4225 / 4235 / 4240 / 4245 / 4255</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.1302.0547844</li><li><strong>Código O.E.M.:</strong> —</li><li><strong>Função:</strong> Sistema Hidráulico</li><li><strong>Caudal Bomba I:</strong> 14 l/min a 2000 RPM</li><li><strong>Caudal Bomba II:</strong> 11 l/min a 2000 RPM</li><li><strong>Deslocamento I:</strong> 28 cm³/rev — <strong>Deslocamento II:</strong> 22 cm³/rev</li><li><strong>Sentido de Giro:</strong> Direito</li></ul><h2>Compatibilidade</h2><p><strong>MASSEY FERGUSON:</strong> Trator 4215 / 4220 / 4225 / 4235 / 4240 / 4245 / 4255</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,massey-ferguson,MF,4215,4220,4235,4255,livenza,disponivel","true","Título","Padrão","5.1302.0547844","shopify","0","deny","manual","true","false","Livenza_5.1302.0547844-CT_REV._A_p1.png","Bomba Hidráulica Massey Ferguson MF A-004 4215 4255","active"
"bomba-hidraulica-massey-ferguson-mf-a016-4299","Bomba Hidráulica Massey Ferguson MF A-016 — Trator 4299","<p>Bomba hidráulica <strong>sistema hidráulico e direção</strong> para tratores <strong>MASSEY FERGUSON — Trator 4299</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.1302.0565053</li><li><strong>Código O.E.M.:</strong> 6262009M91</li><li><strong>Função:</strong> Sistema Hidráulico e Direção</li><li><strong>Caudal Bomba I:</strong> 22,5 l/min a 2000 RPM</li><li><strong>Caudal Bomba II:</strong> 11 l/min a 2000 RPM</li><li><strong>Deslocamento I:</strong> 45 cm³/rev — <strong>Deslocamento II:</strong> 22 cm³/rev</li><li><strong>Temperatura máx. óleo:</strong> 110ºC</li><li><strong>Filtração:</strong> Grau ISO 4406 20/18</li><li><strong>Estriado:</strong> Evolvente DIN 5480 Z=13 m=1,25</li></ul><h2>Compatibilidade</h2><p><strong>MASSEY FERGUSON:</strong> Trator 4299</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,massey-ferguson,MF,4299,livenza,disponivel","true","Título","Padrão","5.1302.0565053","shopify","0","deny","manual","true","false","Livenza_5.1302.0565053-1_p1.png","Bomba Hidráulica Massey Ferguson MF A-016 4299","active"
"bomba-hidraulica-ford-new-holland-cnh-a001-5600-7700","Bomba Hidráulica Ford New Holland CNH A-001 — 5600/6600/7600/7700","<p>Bomba hidráulica <strong>levante e tomada de força</strong> para tratores <strong>FORD – NEW HOLLAND — Trator 5600 / 5700 / 6600 / 6700 / 7600 / 7700 / 8030</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.1301.0565001</li><li><strong>Código O.E.M.:</strong> D8NN600KB / 83936586</li><li><strong>Função:</strong> Levante e Tomada de Força</li><li><strong>Caudal Bomba I:</strong> 22,5 l/min a 2000 RPM</li><li><strong>Caudal Bomba II:</strong> 4,5 l/min a 2000 RPM</li><li><strong>Deslocamento I:</strong> 45 cm³/rev — <strong>Deslocamento II:</strong> 9 cm³/rev</li><li><strong>Sentido de Giro:</strong> Direito</li></ul><h2>Compatibilidade</h2><p><strong>FORD – NEW HOLLAND:</strong> Trator 5600 / 5700 / 6600 / 6700 / 7600 / 7700 / 8030</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,ford,new-holland,CNH,5600,5700,6600,7700,8030,levante,livenza,disponivel","true","Título","Padrão","5.1301.0565001","shopify","0","deny","manual","true","false","Livenza_5.1301.0565001-CT_REV._0_p1.png","Bomba Hidráulica Ford New Holland CNH A-001 5600 7700","active"
"bomba-hidraulica-ford-new-holland-cnh-a002-5610-7810","Bomba Hidráulica Principal Ford New Holland CNH A-002 — 5610/7610/7810","<p>Bomba hidráulica <strong>bomba principal</strong> para tratores <strong>FORD – NEW HOLLAND — Trator 5610 / 6610 / 7610 / 7710 / 7700 / 7810 / 7910 / 8210 / 8030 / 7630</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.1301.0565002</li><li><strong>Código O.E.M.:</strong> E0NN600AC / 83957379</li><li><strong>Função:</strong> Bomba Principal</li><li><strong>Caudal Bomba I:</strong> 18,5 l/min a 2000 RPM</li><li><strong>Caudal Bomba II:</strong> 11,5 l/min a 2000 RPM</li><li><strong>Deslocamento I:</strong> 37 cm³/rev — <strong>Deslocamento II:</strong> 23 cm³/rev</li><li><strong>Sentido de Giro:</strong> Direito</li></ul><h2>Compatibilidade</h2><p><strong>FORD – NEW HOLLAND:</strong> Trator 5610 / 6610 / 7610 / 7710 / 7700 / 7810 / 7910 / 8210 / 8030 / 7630</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,ford,new-holland,CNH,5610,6610,7610,7810,8210,livenza,disponivel","true","Título","Padrão","5.1301.0565002","shopify","0","deny","manual","true","false","Livenza_5.1301.0565002-CT_REV._0_p1.png","Bomba Hidráulica Ford New Holland CNH A-002 5610 7810","active"
"bomba-hidraulica-ford-new-holland-cnh-a004-340-4630","Bomba Hidráulica Ford New Holland CNH A-004 — 340/2910/3930/4630","<p>Bomba hidráulica <strong>bomba principal</strong> para tratores <strong>FORD – NEW HOLLAND — Trator 340 / 345 / 420 / 515 / 535 / 540 / 545 / 2910 / 3230 / 3400 / 3430 / 3550 / 3910 / 3930 / 4100 / 4110 / 4130 / 4400 / 4410 / 4500 / 4600 / 4610 / 4630</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.1301.0565004</li><li><strong>Código O.E.M.:</strong> D8NN600LB / 83936585</li><li><strong>Função:</strong> Bomba Principal</li><li><strong>Caudal Bomba I:</strong> 4,5 l/min a 2000 RPM</li><li><strong>Caudal Bomba II:</strong> 22,5 l/min a 2000 RPM</li><li><strong>Deslocamento I:</strong> 9 cm³/rev — <strong>Deslocamento II:</strong> 45 cm³/rev</li><li><strong>Sentido de Giro:</strong> Direito</li></ul><h2>Compatibilidade</h2><p><strong>FORD – NEW HOLLAND:</strong> Trator 340 / 345 / 420 / 515 / 535 / 540 / 545 / 2910 / 3230 / 3400 / 3430 / 3550 / 3910 / 3930 / 4100 / 4110 / 4130 / 4400 / 4410 / 4500 / 4600 / 4610 / 4630</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,ford,new-holland,CNH,340,4630,3930,4110,livenza,disponivel","true","Título","Padrão","5.1301.0565004","shopify","0","deny","manual","true","false","Livenza_5.1301.0565004-CT_REV._A_p1.png","Bomba Hidráulica Ford New Holland CNH A-004 340 4630","active"
"bomba-hidraulica-ford-new-holland-cnh-a008-tb-ts","Bomba Hidráulica Ford New Holland CNH A-008 — Série TB/TS","<p>Bomba hidráulica <strong>sistema hidráulico e direção</strong> para tratores <strong>FORD – NEW HOLLAND — Trator TB80 / TB85 / TB90 / TB100 / TB110 / TB120 / TS80 / TS90 / TS100 / TS110 / TS115 / 5610 / 5640 / 6610 / 6640 / 6810 / 7010 / 7610 / 7740 / 7840 / 8010 / 8240 / 8340</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.1301.0565008</li><li><strong>Código O.E.M.:</strong> FONN600BB / 82983657 / 81871528</li><li><strong>Função:</strong> Sistema Hidráulico e Direção</li><li><strong>Caudal Bomba I:</strong> 15,1 l/min a 2000 RPM</li><li><strong>Caudal Bomba II:</strong> 14,9 l/min a 2000 RPM</li><li><strong>Sentido de Giro:</strong> Direito</li><li><strong>Temperatura máx. óleo:</strong> 80ºC</li></ul><h2>Compatibilidade</h2><p><strong>FORD – NEW HOLLAND:</strong> Trator TB80 / TB85 / TB90 / TB100 / TB110 / TB120 / TS80 / TS90 / TS100 / TS110 / TS115 / 5610 / 5640 / 6610 / 6640 / 6810 / 7010 / 7610 / 7740 / 7840 / 8010 / 8240 / 8340</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,ford,new-holland,CNH,TB,TS,TB100,TS110,livenza,disponivel","true","Título","Padrão","5.1301.0565008","shopify","0","deny","manual","true","false","5.1301.0565008_p1.png","Bomba Hidráulica Ford New Holland CNH A-008 TB TS","active"
"bomba-hidraulica-ford-new-holland-cnh-a017-ts6000","Bomba Hidráulica Ford New Holland CNH A-017 — Série TS6000","<p>Bomba hidráulica <strong>sistema hidráulico e direção</strong> para tratores <strong>FORD – NEW HOLLAND — Trator 5610S / 6610S / 7610S / TS6000 / TS6020 / TS6030 / TS6040</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.1301.0565017</li><li><strong>Código O.E.M.:</strong> —</li><li><strong>Função:</strong> Sistema Hidráulico e Direção</li><li><strong>Caudal Bomba I:</strong> 20,7 l/min a 2000 RPM</li><li><strong>Caudal Bomba II:</strong> 11,1 l/min a 2000 RPM</li><li><strong>Deslocamento I:</strong> 41,4 cm³/rev — <strong>Deslocamento II:</strong> 22,2 cm³/rev</li><li><strong>Sentido de Giro:</strong> Direito</li></ul><h2>Compatibilidade</h2><p><strong>FORD – NEW HOLLAND:</strong> Trator 5610S / 6610S / 7610S / TS6000 / TS6020 / TS6030 / TS6040</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,ford,new-holland,CNH,TS6000,TS6020,TS6040,livenza,disponivel","true","Título","Padrão","5.1301.0565017","shopify","0","deny","manual","true","false","5.1301.0565017_p1.png","Bomba Hidráulica Ford New Holland CNH A-017 TS6000","active"
"bomba-hidraulica-new-holland-tc57-cnh-a020","Bomba Hidráulica New Holland TC57 — Colhedeira CNH A-020","<p>Bomba hidráulica <strong>bomba principal</strong> para tratores <strong>CNH – NEW HOLLAND — Colhedeira TC57</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.1301.0565029</li><li><strong>Código O.E.M.:</strong> 87605496</li><li><strong>Função:</strong> Bomba Principal</li><li><strong>Descrição técnica:</strong> Bomba Aplicação CNH A-020 Giro I</li></ul><h2>Compatibilidade</h2><p><strong>CNH – NEW HOLLAND:</strong> Colhedeira TC57</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,new-holland,CNH,TC57,colhedeira,principal,livenza,disponivel","true","Título","Padrão","5.1301.0565029","shopify","0","deny","manual","true","false","https://cdn.shopify.com/placeholder.png","Bomba Hidráulica New Holland TC57 Colhedeira","active"
"bomba-hidraulica-new-holland-cnh-a024-t6","Bomba Hidráulica New Holland CNH A-024 — Série T6","<p>Bomba hidráulica <strong>sistema hidráulico e direção</strong> para tratores <strong>FORD – NEW HOLLAND — Trator T6.110 / T6.110 (4WD) / T6.120 / T6.120 (4WD) / T6.125 / T6.130 (4WD) / T6.140</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.1301.0565035</li><li><strong>Código O.E.M.:</strong> —</li><li><strong>Função:</strong> Sistema Hidráulico e Direção</li><li><strong>Caudal Bomba I:</strong> 20,7 l/min a 2000 RPM</li><li><strong>Caudal Bomba II:</strong> 14,9 l/min a 2000 RPM</li><li><strong>Deslocamento I:</strong> 41,4 cm³/rev — <strong>Deslocamento II:</strong> 29,8 cm³/rev</li><li><strong>Sentido de Giro:</strong> Direito</li></ul><h2>Compatibilidade</h2><p><strong>FORD – NEW HOLLAND:</strong> Trator T6.110 / T6.110 (4WD) / T6.120 / T6.120 (4WD) / T6.125 / T6.130 (4WD) / T6.140</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,new-holland,CNH,T6,T6110,T6140,livenza,disponivel","true","Título","Padrão","5.1301.0565035","shopify","0","deny","manual","true","false","5.1301.0565035_p1.png","Bomba Hidráulica New Holland CNH A-024 T6","active"
"bomba-hidraulica-john-deere-a003-serie-6000","Bomba Hidráulica Principal John Deere A-003 — Série 6000","<p>Bomba hidráulica <strong>bomba principal</strong> para tratores <strong>JOHN DEERE — Trator 6010 / SE6010 / 6020 / SE6020 / 6110 / 6120 / 6210 / 6215 / 6220 / 6310 / 6320 / 6410 / 6415 / 6420 / 6510 / 6520 / 6610 / 6615 / 6620 / 6715 / 7330</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.1305.0565036</li><li><strong>Código O.E.M.:</strong> AL156335 / AL200830 / AL117812</li><li><strong>Função:</strong> Bomba Principal</li><li><strong>Caudal Bomba I:</strong> 56 l/min a 2000 RPM</li><li><strong>Caudal Bomba II:</strong> 28 l/min a 2000 RPM</li><li><strong>Sentido de Giro:</strong> Direito</li><li><strong>Temperatura máx. óleo:</strong> 80ºC</li></ul><h2>Compatibilidade</h2><p><strong>JOHN DEERE:</strong> Trator 6010 / SE6010 / 6020 / SE6020 / 6110 / 6120 / 6210 / 6215 / 6220 / 6310 / 6320 / 6410 / 6415 / 6420 / 6510 / 6520 / 6610 / 6615 / 6620 / 6715 / 7330</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,john-deere,JD,6010,6110,6120,6220,6420,6620,série-6000,livenza,disponivel","true","Título","Padrão","5.1305.0565036","shopify","0","deny","manual","true","false","5.1305.0565036_p1.png","Bomba Hidráulica Principal John Deere A-003 Série 6000","active"
"bomba-direcao-levante-john-deere-a004-serie-5000-6000","Bomba Hidráulica Direção e Levante John Deere A-004 — Série 5000/6000","<p>Bomba hidráulica <strong>direção e levante</strong> para tratores <strong>JOHN DEERE — Trator 5210 / 5215 / 5310 / 5315 / 5403 / 5410 / 5415 / 5420 / 5425 / 5510 / 5515 / 5520 / 5603 / 5605 / 5615 / 5625 / 5705 / 5715 / 5725 / 6045 / 6077 / 6081 / 5076E / 5082E / 5083E / 5090E / 5093E / 5101E</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.1305.0565071</li><li><strong>Código O.E.M.:</strong> —</li><li><strong>Função:</strong> Direção e Levante</li><li><strong>Caudal Bomba I (Direção):</strong> 25 l/min a 2000 RPM</li><li><strong>Caudal Bomba II (Levante):</strong> 12 l/min a 2000 RPM</li><li><strong>Deslocamento I:</strong> 50 cm³/rev — <strong>Deslocamento II:</strong> 24 cm³/rev</li><li><strong>Sentido de Giro:</strong> Esquerdo</li></ul><h2>Compatibilidade</h2><p><strong>JOHN DEERE:</strong> Trator 5210 / 5215 / 5310 / 5315 / 5403 / 5410 / 5415 / 5420 / 5425 / 5510 / 5515 / 5520 / 5603 / 5605 / 5615 / 5625 / 5705 / 5715 / 5725 / 6045 / 6077 / 6081 / 5076E / 5082E / 5083E / 5090E / 5093E / 5101E</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,john-deere,JD,5210,5310,5420,5520,5720,série-5000,direção,levante,livenza,disponivel","true","Título","Padrão","5.1305.0565071","shopify","0","deny","manual","true","false","5.1305.0565071_p1.png","Bomba Hidráulica Direção Levante John Deere A-004 Série 5000","active"
"bomba-hidraulica-john-deere-a005-serie-5000-5010-6000","Bomba Hidráulica John Deere A-005 — Série 5000/5010/5020/6000","<p>Bomba hidráulica <strong>bomba principal</strong> para tratores <strong>JOHN DEERE — Trator Série 5000 / 5003 / 5005 / 5010 / 5015 / 5020 / 5025 / 6000</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.1305.0565077</li><li><strong>Código O.E.M.:</strong> RE73947 / DQ61690 / DQ42290</li><li><strong>Função:</strong> Bomba Principal</li><li><strong>Descrição técnica:</strong> Bomba Aplicação JD A-005</li></ul><h2>Compatibilidade</h2><p><strong>JOHN DEERE:</strong> Trator Série 5000 / 5003 / 5005 / 5010 / 5015 / 5020 / 5025 / 6000</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,john-deere,JD,5000,5010,5020,6000,principal,livenza,disponivel","true","Título","Padrão","5.1305.0565077","shopify","0","deny","manual","true","false","https://cdn.shopify.com/placeholder.png","Bomba Hidráulica John Deere A-005 Série 5000 5010 6000","active"
"bomba-hidraulica-john-deere-colhedeira-1150-1165-1185-7300","Bomba Hidráulica John Deere Colhedeira 1150/1165/1185/7300/7500/8500","<p>Bomba hidráulica <strong>direção e acionamento molinete</strong> para tratores <strong>JOHN DEERE — Colhedeira / Combine Harvester 1150 / 1165 / 1185 / 1450 / 7300 / 7500 / 8500</strong>. Peça original LIVENZA/SOHIPREN com certificação ISO 9001, 14001 e 18001. Reposição direta, montagem arbitrária. Envio para todo o Brasil.</p><h2>Especificações Técnicas</h2><ul><li><strong>Código LIVENZA:</strong> 5.0209.0547219</li><li><strong>Código O.E.M.:</strong> DQ.12014</li><li><strong>Função:</strong> Direção e Acionamento Molinete</li><li><strong>Descrição técnica:</strong> BOI 11 B9.P4.A42/11 A42/4 A2.L1</li><li><strong>Aplicação:</strong> Cosechadora / Combine Harvester</li></ul><h2>Compatibilidade</h2><p><strong>JOHN DEERE:</strong> Colhedeira / Combine Harvester 1150 / 1165 / 1185 / 1450 / 7300 / 7500 / 8500</p><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original com certificação ISO 9001 / 14001 / 18001</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Bombas Hidráulicas","bomba,hidráulica,john-deere,JD,colhedeira,1150,1165,1185,7300,7500,8500,molinete,livenza,disponivel","true","Título","Padrão","5.0209.0547219","shopify","0","deny","manual","true","false","5.1305.0565032_p1.png","Bomba Hidráulica John Deere Colhedeira 1150 1165 1185","active"
"sensor-fluxo-sflx2-agral","Sensor de Fluxo SFLX2 — Agral | Plantadeiras de Precisão","<p>Sensor de fluxo de fertilizantes e sementes de última geração para plantadeiras de precisão. Detecta materiais independentemente de formato e tamanho, oferecendo indicação de fluxo mais precisa em comparação ao modelo anterior SFLX.</p><h2>Compatibilidade</h2><ul><li><strong>Monitores:</strong> Precision Planting 20|20, Dickey John PM400, Agrosystem MP36</li><li><strong>Sensores:</strong> Vigilense (Dickey John)</li><li><strong>Plantadeiras:</strong> Momentum (Massey Ferguson, Valtra, Fendt), Elite e Quadra (Kuhn)</li></ul><h2>Especificações Técnicas</h2><ul><li><strong>Código:</strong> SFLX2</li><li><strong>Fabricante:</strong> Agral</li><li><strong>Aplicação:</strong> Fertilizantes e sementes em tubos de plantio</li><li><strong>Detecção:</strong> Independente de formato e tamanho do material</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Sensor original Agral com garantia</li><li>Compatível com os principais monitores do mercado</li><li>Envio para todo o Brasil</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Sensores Agrícolas","sensor,fluxo,sflx2,agral,plantadeira,precision-planting,pm400,dickey-john,momentum,disponivel","true","Título","Padrão","SFLX2","shopify","0","deny","manual","true","false","sensor_SFLX2_ecommerce.png","Sensor de Fluxo SFLX2 Agral Plantadeiras Precision Planting","active"
